episode_num,character,line
9,Rick,"Hm, not sure."
9,Summer,"Maybe in a much bigger way, Mr. Needful gave us both what we really wanted? Because I was always jealous of you hanging out with Morty and you didn’t realise how much you valued my approval?"
9,Rick,"No, that’s dumb."
9,Summer,"Nah, not satisfying."
9,Rick,"I’ll tell you what though, if it’s satisfaction you’re after, I think I might have an idea."
9,Summer,Uh huh… uh huh… uh huh totally let’s do it!
9,Needful,And that’s how I took my storefront into the forefront of the upfront! Thank you Seattle!
9,Needful,Rick? Summer?
9,Rick,Stupid mother-
9,Summer,Stupid bitch!
9,Rick,Stupid motherfucker!
9,Summer,Get some!
9,Rick,How do you like that! Augh! How do you like that?
9,Needful,Ugh… Why?
9,Summer,Because sometimes what you really need is for someone else to pay a horrible price.
9,Rick,We did it!
9,Summer,"Haha, yeah bro. Yeah! Haha!"
9,Rick,"Was totally worth it! We did it, hahaha! We just pulled it off!"
9,Summer,Yeah bro!
9,Rick,Hahaha!
9,Summer,Yeah.
10,Beth,"So dad, guess what tomorrow is..."
10,Rick,Martin Luther King Jr.'s birthday.
10,Beth,"No... well, it might be..."
10,Rick,It is.
10,Beth,"Fine, but also, tomorrow is your one year anniversary back in our lives. I'm gonna make you flying saucer-shaped pancakes."
10,Rick,"Oh, there's no need to do that, Beth. Regular pancakes are fine."
10,Beth,"Happy anniversary, dad!"
10,Rick,"Oh, I get it. Regular pancakes are already shaped like flying saucers.  Mmm, I should be making you breakfast for putting up with me."
10,Jerry,Should be making us a whole restaurant.
10,Beth,"Nonsense, we couldn’t be happier to have you around. I just wish I got to see more of you."
10,Rick 1,Rick Sanchez of Earth dimension C-137. You are under arrest for crimes against alternate Ricks by the authority of the transdimensional council of Ricks.
10,Jerry,Hey! What the heck?
10,Rick 1,Neutralise the Jerry.
10,Jerry,"Wait, no!"
10,Summer,Dad!
10,Beth,Dad!
10,Morty,Rick!
10,Rick ,"Everybody relax. If I know these a-holes, and I am these a-holes, they just wanna haul me to their stupid clubhouse and waste my time with a bunch of questions. Let’s get it over with."
10,Rick 1,Bring his mo--orty.
10,Morty,"Oh, man."
10,Rick ,Leave my  Morty out of this!
10,Rick 1,You lost the right to have a say in these things when you refused to join  the council.
10,Beth,"Wait, wh-wh-wh-what about Jerry?"
10,Rick ,Will you at least unfreeze my daughter’s idiot?
10,Jerry,"-give you anything! I have a rare antique coin collection, just don’t hurt me!  Okay, maybe not antique, but it was a limited minting. They have little R2D2s instead of George Washingtons."
10,Beth,Our son’s been abducted!
10,Jerry,You hate me for buying those coins!
10,Morty ,"Geez, Rick! Wh-what is this place?"
10,Rick ,The citadel of Ricks. It’s the secret headquarters for the council of Ricks.
10,Morty ,Council of Ricks?
10,Rick ,"As you know, Morty, I’ve got a lotta enemies in the universe that consider my genius a threat. Galactic terrorists, a few sub-galactic dictators, most of the entire intergalactic government"
10,Morty ,"Hey, what do you know? It’s a cowboy version of me!"
10,Rick ,"Geez, you’re easy to impress. Yeah, most timelines have a Rick and most Ricks have a Morty. This place is a real who’s-who of who’s you and me."
10,Rick Salesman 1,"Turn your boring old Morty into a hot fashion statement, with some Morty dazzlers!"
10,Rick Salesman 2,"Hey, check this out!"
10,Morty Doll,Show me the Morty!
10,Rick ,Dumb.
10,Rick Salseman 3,"‘Scuse me, sir, is your Morty insured? You know, every year hundreds of Mortys are injured in-"
10,Rick ,"Back off! Not my cup of tea, this place."
10,Rick ,I say the point of being a Rick is being a-Rick.
10,Rick 1,"Save your anti-Rick speech for the council of Ricks, terror-Rick!"
10,Rick ,"Hey, save your Rick rules for the  sheep-Ricks, Rick-pig!"
10,Rick 1,"Fuck me, pal."
10,Rick ,"Fuck you? No no no no no, fuck me!"
10,Rick Council 1,Bring up the holograms!
10,Rick Council 1,"Twenty-seven Ricks brutally murdered in their own timelines. An unprecedented Rick-icidal epidemic. What say you, Earth Rick C-137?"
10,Rick ,You think I did this? Why am I the first Rick you pull in every time a Rick stubs his toe?
10,Rick Council 1,You  have a history of non-cooperation with the council.
10,Rick ,"Yeah, so does the scientist formerly known as Rick! Wh-wh-wh-why isn’t he here in handcuffs?"
10,Rick Council 1,Because he’s dead too!
10,Rick crowd,No!
10,Rick Council 1,"Who else would you have us question? You fit the profile. Of all the Ricks in the central finite curve, you’re the malcontent. The rogue."
10,Rick ,I’m the Rick. And so were the rest of you before you formed this stupid alliance. You wanted to be safe from the government so you became a stupid government. That makes every Rick here less Rick than me.
10,Rick crowd,
10,Rick ,"Yeah, murmur it up, d-bags. Now if you’ll excuse me, I’ve got pancakes back home with syrup on top of them. They’re about to hit that critical point of syrup absorption that turns the cakes into a gross paste. And I hate to get all Andy Rooney about it, but I think we all like fluffy discs of cake with syrup on top! And I think we also like to be accused of crimes when there’s evidence! So as they say in Canada, peace oot!"
10,Rick Council 1,Evidence? Good idea. Scan his portal gun!
10,Rick ,"Oh, come on. Don’t look at another man’s portal gun history. We-we all go to weird places."
10,Rick Council 1,"Yes, but it appears you alone have been going to the exact timelines and locations in which the murders occured!"
10,Rick ,What? That’s Rick-diculous. I’m obviously being set up!
10,Rick Council 1,"Earth Rick C-137! The council of Ricks sentences you to the machine of unspeakable doom, which swaps your conscious and unconscious minds, rendering your fantasies pointless while everything you know becomes impossible to grasp. Also every ten seconds it stabs your balls."
10,Rick ,I’ve heard enough.
10,Rick ,"Run, Morty!"
10,Crowd rick,"Uh uh, not you!"
10,Morty ,Aaaaah!
10,Armed Rick 1,Nooo!
10,Armed Rick 2,Arrrrgh! Ahhhh!
10,Armed Rick 3,Aaaah!
10,Armed Ricks 4 and 5,Oof!
10,Morty ,Oh! Oooh!
10,Pizza 1,"Yeah, I’d like to order one large person with extra people please."
10,Pizza 2,"White people. No no no no no, black people. And hispanic on half."
10,Phone 1,"Yes, I’d like to order one large sofa chair with extra chair please."
10,Phone 2,"High chair. No no no no no, recliner! And wheelchair on half."
10,Armed Rick 6,They could have gone into any one of these.
10,Armed Ricks,
10,Sofa 1,"Yeah, I’d like to order one large phone with extra phones please."
10,Sofa 2,"Cellphone. No no no no no, rotary! And payphone on half."
10,Rick,That’ll keep ‘em  busy for a while.
10,Morty,"Those guys were wrong, right? You don’t- you wouldn’t kill yourself… y-yourselves?"
10,Rick,"‘Course not, Morty! How could that profit me? Someone out there is killing Ricks, and the council ain’t gonna stop thinking it’s me until we clear our names."
10,Rick,By finding the real Rick killer.
10,Morty,"I’m scared, Rick! Maybe we should go home and stockpile weapons like that show Doomsday Preppers."
10,Rick,"Not really my style, Morty. Besides, your home is most likely swarming with Ricks right now."
10,Rick 1,"Alright, listen, Jerry. If Rick calls, this device is going to trace his location. You just gotta keep ‘em on the phone for thirty seconds or longer."
10,Beth,Who wants lemonade?
10,Rick 1,"Oh yeah! Mmm! Oh, delicious!"
10,Rick 2,"Beth,  you’re a treasure."
10,Rick 3,"I have a Beth just like you in my  reality, except you know what? She’s not as brilliant or  attractive!"
10,Beth,"Aww, thank  you!"
10,All Ricks,Ohohoho! She did it! She did it!
10,Jerry,"Uh, hello?"
10,Rick ,"Hey Jerry, it’s Rick."
10,Jerry,"Rick! Heyy. Haha, what’s- what’s up?"
10,Rick ,"So listen, the heat’s on and  there’s nowhere left to turn so Morty and I are just going to fly my spaceship into a black hole."
10,Jerry,What?
10,Rick ,"Is that cool with you, dog?"
10,Jerry,"Rick, no! Mortyyyy!"
10,Rick 4,I got it! The call’s coming from… inside the house!
10,All Ricks,
10,Rick,The Ricks are probably gonna waste some time messing with Jerry. They won’t be able to help themselves. But as soon as they get bored they’ll be on to us.
10,Chair waiter,"Phones á la clams, and phonesgetti with phoneballs. Anything else?"
10,Rick,"Yeah, more phonesticks please."
10,Phone waiter,"Right away, sir."
10,Morty,"You know Rick, when I first saw all those Ricks and Mortys, I thought ‘gee, that kinda devalues our bond.’ But then I realised that just means that our relationship must be pretty special to span over all those different timelines."
10,Rick,"Yeah, it’s gotta be that way. You’re a camouflage."
10,Morty,"Camouflage? Wh-wh-what are you talking about, Rick?"
10,Rick,"Ricks have a very distinct and traceable brainwave due to our genius. The best way to hide from an enemy’s radar is to stand near someone with complementary brainwaves that make ours invisible. See, wh-wh-when a Rick is with a Morty, the genius waves get cancelled out by the uh,  Morty waves."
10,Morty,Um… because… our personalities are so different?
10,Rick,"Oh, shit dog! My portal gun was hacked remotely Morty, obviously by the real killer to frame me. But I was able to trace the signal. Come on, let’s go!"
10,Rick ,Uh-oh!
10,Rick 1,"‘Scuse me, we’ve tracked a pair of dangerous criminals to this exact location. They look exactly like us, so in order to avoid confusion I’m going to mark us each with a red X right now. That way if someone has a gun and we both tell you to shoot the other one because they’re the evil one, you’ll know who’s lying."
10,Rick 2,"Hey, check it out!"
10,Rick 1,Dammit!
10,Chair waiter,"Hey, you didn’t pay your bill!"
10,Rick 1,The red X! Red X!
10,Rick,"Hey, it’s a good thing that space outlet had labcoats and your favourite kind of shirt in stock, huh Morty?"
10,Morty,"Yeah, Rick. I-I heard you the first time. You don’t have to keep saying it over and over and over."
10,Rick,"Man, this place is wayyy off the grid. This guy does not wanna be found."
10,Morty,"Well, if he’s a Rick, doesn’t he just have to stand by a Morty to hide? I mean, isn’t that what Mortys are? Human cloaking devices?"
10,Rick,"Morty, you’re making a bigger deal out of this than it is."
10,Morty,"Oh my god, Rick, look! There’s a bunch of people strapped all over that building!"
10,Rick,"Not people, Morty. Mortys."
10,Morty ,Oh my god… wh-why would somebody do this? It’s horrible!
10,Rick,"Well, one Morty’s enough to hide from the bureaucrats. But you g- you get a whole matrix of Mortys and put ‘em in agonising pain. That creates a pattern that can hide even from other Ricks, motherfucker. I fiddled with a  concept like this once."
10,Rick,"On paper, Morty, on paper! I wouldn’t do this, it’s barbaric overkill. I mean, you could accomplish the same result with like five Mortys and a jumper cable.  Which I also wouldn’t do! I’m just saying, it’s bad craftsmanship."
10,Beth,Coffee time!
10,All ricks,
10,Jerry,Ugh.
10,Doofus Rick,Hi Jerry!
10,Jerry,"Leave me alone, I’m working!"
10,Doofus Rick,"Oh, you are? Wh-wh-what do you do?"
10,Jerry,Ugh. I’m- I’m in between advertising jobs.
10,Doofus Rick,"Advertising? Wow! So, people need help figuring out what to buy and then y-you help them?"
10,Jerry,"W-well, it’s a little more complicated than that…"
10,Doofus Rick,"Well, I mean, you do it, and you seem like a guy that really has it all together!"
10,Jerry,"Dude, are you… wh- you’re being a dick, right?"
10,Doofus Rick,"Oh gosh, wh- I hope not! I-I-I-I wouldn’t want to offend you in any way!"
10,Jerry,You’re really a Rick?
10,Doofus Rick,Ohoho! Y-of course I am! Just as much as my Morty’s a Morty!
10,Jerry,"Hey, he looks a lot like Eric Stoltz from the movie ‘Mask.’ You know, the one with Cher in it?"
10,Doofus Rick,"That’s right, Jerry! He-he’s from a reality where everyone is Eric Stoltz mask people! He’s Eric Stoltz mask Morty! They assigned him to me because… I never had any kids of my own. But if I did, boy, I’d love ‘em  if they were as smart and as successful as you are, Jerry."
10,Rick 1,"Hey, get a load of this! Jerry’s hanging out with doofus Rick."
10,Rick 2,"Haha, this is perfect."
10,Doofus Rick,I’m not doofus Rick! I’m Rick J-19-Zeta-7!
10,Rick 1,"Oh, is that the timeline where everybody eats poop? Jerry, you know this guy eats poop, right?"
10,Doofus Rick,Hey! I don’t eat poop! Y-you guys are always so mean to me!
10,Rick 1 and 2,
10,Doofus Rick,"I guess it’s only fair to tell you now, Jerry… I’m the worst Rick of them all."
10,Jerry,"According to who? Other versions of you? If I’ve learned one thing, it’s that before you get anywhere in life, you gotta stop listening to yourself."
10,Doofus Rick,"Wow, you really are wise, Jerry. I-I guess that’s why you work in advertising!"
10,Jerry,The fact that you feel that way makes you the best Rick of them all.
10,Morty,You don’t care about me at all! I’m no different than that jacket you’ve got on! Y-y-or-or your stupid portal gun! I’m just a tool! I-I’m just an object!
10,Rick,"Hey, it’s your choice to take it personally, Morty. Now for the love of god, be quiet! The point of this is to get the drop on the guy!"
10,Morty,"You know what Rick, I’ll tell you something! I’m more than a human shield!"
10,Rick,"Yeah, that’s right! You are! You’re a perfect impenetrable sheet of human armour, Morty! Because you’re as dumb as I am smart! Which is why when I say ‘shut up’ it’s really good advice."
10,Rick,"Great, nice work, Morty."
10,Rick,Urrgh.
10,Evil Rick,"Ooh, look at you, C-137! You’re- aren’t you a tough customer?"
10,Rick,"The slow clap? Really? Kinda played out, dude."
10,Evil Rick,"Not in this dimension it isn’t. In fact, hah, I invented it and nobody else has ever even done it here before."
10,Rick,Well lah-dee-dah.
10,Evil Rick,"Hey, that’s mine!"
10,Rick,"I don’t like the look of that Rick, Morty. We gotta escape."
10,Morty,"I’m not gonna help you, Rick. Y-you’re a monster."
10,Rick,"Don’t be Rickdiculous, Morty."
10,Morty,W-will you stop saying that? It’s stupid.
10,Evil Rick,Take his Morty away.
10,Evil Morty,Come with me.
10,Morty,"Yeah, gladly. Geez man, Ricks huh?"
10,Morty,"Hey man, you seem to know how this place works. Is there any way we can… shut down that grid and rescue all those Mortys out there?"
10,Evil Morty,It would be pointless. Mortys have no chance of defeating a Rick.
10,Evil Morty,In here.
10,Evil Rick,"Ahh, isn’t it beautiful?"
10,Rick,"Yeah, yeah, looks like payday at Neverland ranch in here. Zing!"
10,Lobster alien,Hehehehehehehehehe.
10,Rick,That guy got it.
10,Evil Rick,"Ah-ah Rick, quiet. You’re missing my symphony."
10,Rick,"Hey, I’ll take it over Mumford and Sons. Zip!"
10,Lobster alien,Hehehehehehehehehe.
10,Rick,This guy is on it!
10,Evil Rick,"He’s not laughing at your dumb jokes, Rick. That’s just a random noise it makes every ten seconds."
10,Lobster alien,Hehehehehehehehehe.
10,Rick,Awww.
10,Evil Rick,"See, Rick, you’re not as clever as you think you are. I wanted you to find me. We’re not so  different, you and I."
10,Rick,"Yeah, duh!"
10,Evil Rick,"See this right here, Rick? I crunched the numbers, I created a spectrum of all the Ricks. I listed ‘em out from most evil to least evil. Here’s where I am. And look at right here’s where you are, Rick. This guy right here? Super weird."
10,Rick,"I get it. So you want me to team up with you to take down the council of Ricks, right? Is that where you’re going with this? ‘Cause that’s where I’d be going."
10,Evil Rick,"Please. I think I’m doing pretty good on my own. I’m simply going to download the contents of your brain, and then kill you."
10,Doofus Rick,"Okay, if we add a little more titanium nitrate, and just a tad of chlorified tartrate"
10,Jerry,It’s incredible what a gifted mind can accomplish when priorities are in order!
10,Doofus Rick,"Well, come on, I can’t take all the credit, Jerry. It was your idea. C’mere Jerry!"
10,Jerry,"Hey, uh. C’mere, uh. I-I wanna show you something."
10,Jerry,"Okay, look. Everybody makes fun of me for getting these, but… you’re a genius scientist, what do you think? There’s little R2D2s where the George Washingtons should be!"
10,Doofus Rick,"You know Jerry, I’m not gonna tell you that these will increase in value, or even hold their current value. The truth is… you bought ‘em ‘cause you like ‘em. They have value to you. That’s what matters."
10,Jerry,How long are you staying?
10,Doofus Rick,Until we find your Rick.
10,Jerry,I found mine. I found mine.
10,Morty ,Help!
10,Religious Morty,"There is no escape, my son. We will find our peace in the next world."
10,Morty ,So what? Y-y-y-y-you’re just going to give up?
10,Religious Morty,We’re giving in to the power of the One True Morty. One day he will return!
10,All religious Mortys,Praise the One True Morty!
10,Morty ,"Alright Mortys, listen up! My name is Morty Smith, from Earth dimension C-137! I know you’re scared, because I’m scared, but that’s no reason to accept our fate. We’re Mortys! We’re not defined by our relationships to Rick! Our destiny is our own!"
10,Morty 1,This sounds like something the One True Morty might say. I’m sick of being a human shield! I-I-I-I wanna be a gardener!
10,Morty 2,"I wanna write really crazy, intense action novels!"
10,Hammer Morty,I’m more than just a hammer!
10,Religious Morty,He is the one true Morty! The one true Morty!
10,All Mortys,Hooray!
10,Lobster alien,"Hey, keep it down!"
10,All Mortys,Raaaaugh!
10,Evil Rick,"You’ve lived quite a life, Rick. It’s a real shame you’re not gonna be around to see it through."
10,Evil Rick,You’re crying? Over a Morty?
10,Rick,"No, I’m just allergic to dipshits."
10,Evil Rick,"Ugh, pathetic. We both know that if there’s any truth in the universe, it’s that Ricks don’t care about Mortys."
10,Evil Rick,"Do your worst, you little bastards! Kill me! Do it! Do it!"
10,Rick,Morty! Get me out of this! Come on!
10,Morty ,You’re lucky I’m not a Rick.
10,Rick,"Point taken, but this is  no time for arcs."
10,Rick 1,"Yeah, hello?"
10,Rick ,"Hey, what do me and O.J. not have in common?"
10,Rick 1,Huh? Wh-who is this?
10,Rick ,"I found the real killer, biitch! Get over here!"
10,Rick 1,Yo ding-dong! We’re done here. Time to go.
10,Doofus Rick,"Well Jerry, I  guess this means goodbye."
10,Jerry,"W-w-well, does it have to? Heh, you, you look just like Rick. We could maybe… you know… get rid of him? I’m not saying kill him, necessarily, I-I’m also not saying necessarily not kill him, but-"
10,Doofus Rick,"Jerry. W-we both know it wouldn’t work. It’s time to go back to our lives. I love you, Jerry. I love ya."
10,Morty ,Wh-wh-what’s gonna happen to all these Mortys?
10,Council Rick 1,"They’ll go back to their families, attend school regularly, play video games, date girls… poor little Rickless bastards."
10,Council Rick 1,"Earth Rick C-137, the council apologises for its false accusation. And in the way of reparations for our terrible mistake, we would like to compensate you with this voucher for a free replacement Morty, in the event that  your current  Morty should-"
10,Rick,"Uh, guys? Not a good time. Come on, Morty, let’s hit it."
10,Morty,"Is it time for arcs yet, Rick? I did a pretty great job back there for a human cloaking device. Saved your ass."
10,Rick,"Alright, Morty, don’t break an arm jerking yourself off."
10,Morty,"Man, I can’t believe you, Rick! That right there! Tha-that was a great opportunity to show a little humanity. You know? To connect with me a little?"
10,Rick,"Hey Morty, you want connection? Go be part of some stupid club like all those dumb Ricks. You know, maybe I don’t connect because I’m the Rickest Rick there is. And you know, it would  go without saying that the Rickest Rick… would have the Mortyest Morty."
10,Morty,"It would go without saying, huh?"
10,Rick,"Yeah, it would. Did you hear me say it?"
10,Morty,Nah…  The Mortyest Morty…
10,Rick,"Just don’t get too big for your loafers, Buster Brown. A cocky Morty could lead to some big problems. Could be a real bad thing for everybody."
10,Morty,"Oh yeah, how’s that?"
10,Rick,I-I-I’ll explain when you’re older.
10,Rick 1,What a mess…
10,Rick 2,Pride cometh before the fall. I guess he got what he deserved.
10,Rick 1,What is that?
10,Rick 2,Hand me the laser defibrillator.
10,Doofus Rick,"Hey guys! Uh, c-can I help?"
10,Rick 2,No! Go clean the toilets! Maybe you’ll make friends with some turds!
10,Rick 1,You make us ashamed to be ourselves!
10,Rick 1,"My god! I’ve seen this technology before! This Rick was being controlled remotely, puppeteered by somebody else. This is the receiver!"
10,Rick 2,"Yeah, but where’s the transmitter?"
10,Rick,"Wubbalubbadubdub! Oh. Hey Jerry. Wh-wh-what are you doing in my room, buddy?"
10,Jerry,"Nothing! I was just, um, checking the smoke detectors."
10,Rick,"Alright. Okay, get out."
10,Rick,"What’s that dipshit doing out there? Are you friends with him? You know he eats his own shit, right? Oh my god, this is rich! I’ve got like  ten Ricks to call right now!"
11,Summer,"Bye, mom! Bye, dad!"
11,Morty,Drive carefully!
11,Rick,"Have fun, you two."
11,Beth,"Yes, we will have as much fun as possible on our...  Titanic-themed getaway."
11,Jerry,"Let's lose the 'tude, please. It's supposed to be romantic."
11,Beth,"Speaking of disasters, dad, we are leaving you in charge, here."
11,Rick,"I know, c-can we wrap this up? Morty and I  have some synthetic laser-eels oxidizing in the garage."
11,Beth,"Hey, don't blow me off. I am drawing a line, okay? Any damage to this house or these children when we get back, and... no more adventures with Morty."
11,Morty,"Aw, geez, Rick! If my mom's the one who's saying it, then you know it's pretty serious this time."
11,Beth and Jerry in unison,That's right.
11,Jerry,Wait... What?
11,Rick,"Listen, you have my word as a caregiver, everything's gonna be fine. And if not, like you say, no more adventures or whatever. It's like that old song ""blomp blomp-a noop noop a-noop noop noop"". You guys know that song?  From Tiny Roger's? You never heard of it? You know, the black effeminate guy from the '50s?"
11,Rick,"No-nobody?  A-all right, whatever. Look, who cares? Just go on your stupid trip."
11,Jerry,Not one thing out of place.
11,Jerry,Not a single thing.
11,Summer,"Well, we're past the point of no return. I'm going to have a party."
11,Summer,I found Jello.
11,Summer,"Can you sneak your mom's vodka? Yes, she does. I saw it in your laundry room.  Listen, you can't both be in denial about it. Okay, bye."
11,Morty,"Summer, you can't throw a party! Remember what mom said?"
11,Summer,"Yeah, if anything gets messed up, you and grandpa Rick get punished. I'm only a human being, Morty."
11,Morty,"Rick, tell Summer she can't have a party!"
11,Rick,"Uh, Summer, you can't have a party."
11,Summer,Ugh.
11,Rick,"Because  I'm having a party, b-I-I-I-itch!"
11,Morty,"Oh, what?! Rick, you can't!"
11,Summer,What do you mean you're having a party?  Are some glip glops from the third dimension going to come over and play cards or something?
11,Rick,"""Glip glop?"" You're lucky a Traflorkian doesn't hear you say that."
11,Summer,Is that like their n-word?
11,Rick,"It's like the n-word and the c-word had a baby, and it was raised by all the bad words for Jews."
11,Morty,"Listen, I think the three of us could just, you know, have a nice time, like just hanging out, and, you know, doing a little bonding and --"
11,Summer,screw that. This is my chance to gain some footing with the cool kids.
11,Rick,"That's why you party? Boy, you really are 17."
11,Summer,Why do you party?
11,Rick,"To get  wr-wriggedy wriggedy wrecked, son!"
11,Summer,Just keep your sci-fi friends away from my awesome ones.
11,Rick,"Yeah, and you keep your awesome friends away from my canapes."
11,Tour Guide,"After dinner, Titanic 2 will attach to the rail system near our replica iceberg, and the hydraulics encased in these tubes will execute a controlled sink into the icy depths."
11,Jerry,A rail system seems archaic for an attraction this impressive. Are you sure the ship will sink?
11,Tour Guide,"I can assure you the ship will sink, as it has a thousand times before. It is un-unsinkable."
11,Jerry,"Ooh! Look, it's the line for the bow!"
11,Beth,"Jerry, I'd love to just kick back with a Margarita and read."
11,Beth,"Do you mind if I skip the whole ""king of the world"" bit?"
11,Jerry,"Well, it's not the ""king of the world"" bit. That's Jack and fabrizio.  This is where rose says, ""I'm flying, Jack!"" But whatever. I can be the only one to do it alone."
11,Beth,"Well, what about her?"
11,Beth,"Excuse me, ma'am. Would you like to take my place in line?"
11,Lucy,"I, uh -- I could get into trouble."
11,Beth,We won't tell.
11,Jerry,So... You're a Titanic fanatic?
11,Lucy,"Oh, yes. I've worked here since it opened, but I've never been able to participate."
11,Jerry,Happy to help... rose.
11,Tammy,"I love watching bukkake. I mean, like, I don't know if I personally would ever do it..."
11,Summer,Brad! Hey!
11,Brad,Yo.
11,Tammy,"Brad is here! Quick, make my hair look drunk."
11,Brad,Check it out. Tammy's already drunk. Cool.
11,Birdperson,The beacon was activated. Who is in danger?
11,Summer,Ugh! Grandpa!
11,Rick,Birdperson!
11,Birdperson,I am pleased there is no emergency.
11,Rick,"Oh, there's an emergency, all right.  A pussy emergency! When's the last time you got laid, 'pers?"
11,Birdperson,It has been a... challenging mating season for birdperson.
11,Rick,"Then it's time to get your beak wet tonight, playah.  Go have some fun out there birdp-- bird-- birdperson."
11,Morty,"Oh, man, how many people did you invite, Rick?"
11,Rick,"Uh... people? Mm, six."
11,Rick,"Yo! What up, my glip glops?!"
11,Morty,"Oh, man!"
11,Morty,"Oh! Y-y-you know there's a garbage, right?"
11,Morty,"Hey, uh, what the hell?!"
11,Jelly-like creature with items stuck inside of it,Ooh. That's why you never invite a floopy doop and a shmoopy doop to the same party.
11,Morty,"Oh, oh, g-- oh, that's disgusting! You guys are in my parents' bed!"
11,Blue alien,Oh. Sorry. I'm not feeling too well. I just needed to lie down for a bit.
11,Morty,Oh. Okay. S-s-sorry. Haha.
11,Morty,"Oh, my God! Are you kidding me?!"
11,Gearhead,The thing people don't realize about the Gear Wars is that it was never really about the gears at all.
11,Rick,"Uh-huh. Yeah. No, no, to-totally."
11,Morty,"Rick, you got to stop --"
11,Rick,Morty! Have you met Gearhead?
11,Morty,"Hey, how's it --"
11,Rick,"Morty here, he -- he would love to hear all about the Gear Wars."
11,Gearhead,"How familiar are you with the Gear Wars, exactly?"
11,Morty,Uh... Not at all.
11,Gearhead,"Oh, boy. I envy you. Okay, it was about 754 years ago..."
11,Rick,"Oh, hey, Morty! H-have you -- have you met my buddy scropon?"
11,Morty,"Not again, Rick. That last guy droned on for 20 minutes, you know? And meanwhile, the whole house is being destroyed!"
11,Rick,"Whoa, Morty, this guy's entire planet was destroyed."
11,Rick,Have a little perspective.
11,Squanchy,"Hey, Rick, squanchy party, bro!"
11,Rick,Aw! Squanchy!
11,Squanchy,Is there a good place for me to squanch around here?
11,Rick,"Squanchy, you can squanch wherever you want, man. Mi casa es su casa, dawg!"
11,Squanchy,All right! I like your squanch!
11,Morty,"Uh, Rick, what exactly is ""squanching""?"
11,Rick,"Morty, listen -- we've had a lot of really cool adventures over the last year, but it's time to relax."
11,Morty,"Yeah, if I relax now, there might not even be any more adventures!"
11,Rick,"Jesus, Morty, you're bumming me out. Can't we just pretend like everything's fine for a few hours, enjoy ourselves, and then worry about all this later?"
11,Morty,"Yeah, that's easy for you to say, Rick. You know, you like not caring about stuff. You know, wh-wh-what's in this for me?"
11,Morty,Jessica.
11,Rick,"Knock it off, Slow Mobius!"
11,Slow Mobius,"Ha ha! Sorry, dude! I'm just trying to show off my powers, bro!"
11,Morty,I can't believe she's here.
11,Rick,"Well, what are you doing standing here, Morty? Go. Talk to her."
11,Rick,"Tonight, the only adventure you're on is your cusping manhood."
11,Jerry,"Oh, Rose."
11,Lucy,Whee!
11,Jerry,Is that what I think it is?
11,Lucy,"Yes, every couple gets to re-create Jack's drowning at the end of the movie."
11,Lucy,It's so romantic.
11,Jerry,I can't wait to do that with Beth.
11,Lucy,"I don't know, Jerry. With all due respect, it seems like your wife may not be that interested."
11,Jerry,Look!
11,Voice through speaker,"Iceberg, right ahead! The buffet is now closed."
11,Voice through speaker,"Iceberg, right ahead! The buffet is now closed."
11,Captain #1,"Uh, sir? There's not a problem."
11,Captain #2,What do you mean there's not a problem?
11,Captain #1,The guidance system isn't putting us on a direct collision course. This ship is about to completely miss the giant iceberg!
11,Captain #2,"Well, do something! Steer into it!"
11,Captain #1,I'm trying!
11,Captain #2,It's too late.  Ladies and gentlemen... Don't brace yourselves.
11,Jerry,No! What happened?!
11,Lucy,Their rail system must have failed.
11,Passengers,"Oh, my God! We're not gonna sink! What are we gonna do?!"
11,Guy,Totally gonna get laid tonight.
11,Tammy,I like your feathers.
11,Birdperson,They are designed to attract the attention of the female.
11,Tammy,It's working.
11,Birdperson,"Tammy, I should let you know I just got out of a highly intense soul bond with my previous spirit mate."
11,Tammy,I'm not looking to get into a soul bond. I'm just looking for...
11,Birdperson,I believe birdperson can arrange that.
11,Nancy,"Hey, Summer, haven't seen you at flute practice in a while."
11,Girl,"Summer, don't tell me you're friends with her."
11,Summer,Are you kidding me? I don't even know what she's doing here.
11,Rick,"Whoa. Not cool, summer. This is a party.  Everybody should be welcome."
11,Rick,"Oh, great. Who invited Abradolph Lincoler?"
11,Summer,I thought everyone was welcome.
11,Rick,"It's not the same, Summer. Lincoler is a crazed maniac -- just a misguided effort of mine to create a morally neutral superleader by combining the DNA of Adolf Hitler and Abraham Lincoln. Turns out  it just adds up to a lame, weird loser."
11,Abradolph Lincoler,"Rick, you brought me into this world, a suffering abomination tortured by the duality of its being."
11,Abradolph Lincoler,But I shall finally know peace when I watch the life drain from your wretched body!
11,Brad,"Whoa. What's up, man?"
11,Abradolph Lincoler,"I have no quarrel with you, boy."
11,Brad,"""Boy""? What's that supposed to mean?"
11,Abradolph Lincoler,"It's just -- l-look, I-I don't know how you thought I meant it, but..."
11,Rick,"Don't look at me, dude."
11,Abradolph Lincoler,"Look, I'm half-Abraham Lincoln, so --"
11,Brad,So I should get on my knees and kiss your ass?!
11,Abradolph Lincoler,"Well, no, but... You know?"
11,Brad,What do I know? That the third reich will reign for a thousand years?
11,Jessica,"Leave him alone, Brad."
11,Brad,"Stay out of this, Jessica!"
11,Rick,"Kick his ass, Brad!"
