episode_num,season,Line_num,character,line
2,1,261,Morty,"I'm gonna miss you, Snowball."
2,1,262,Snuffles,"You can call me Snuffles, Morty, and I'm going to miss you, too, very much."
2,1,263,Beth,Jerry?
2,1,264,Jerry,"I'm sorry. It's just like the end of ""Old Yeller."""
2,1,265,Beth,"Oh, Jerry. You mean because it had dogs in it."
2,1,266,Morty,"Wow! A whole world populated by intelligent dogs. I wonder what it'll be like, Rick."
2,1,267,Rick,"I think it will be great, Morty. You know it could be developed in-into a very satisfying project for people of all ages. I mean, I'd watch it, Morty, for at least 11 minutes a pop. You know, may-maybe they'll do it board-driven."
2,1,268,Morty,"You know, that's a real comforting idea, Rick."
2,1,269,Rick,"What do you know, Morty? What do you know?"
2,1,270,Scary Glenn,"Hi, guys. I'm your new teacher for scary class. My name is scary Mr. Johnson. Uh, actually, you know what? That's my dad's name, so why don't you just call me scary Glenn, yeah? So, anyway, I understand your previous teacher was having you work on fundamentals of fear. Which is what is that? You know? So, uh, here here's what I say you can't learn anything until you learn how to chill."
2,1,271,Rick,"Oooh! This is how you dream, bitch."
3,1,1,Beth,Alive? For your parents?
3,1,2,Jerry,Good one.
3,1,3,Beth,Hey man!
3,1,4,Jerry,You ‘hey man’! This holiday is about humanity.
3,1,5,Jerry,"Okay, whatever. All electronic items are going in the stocking. Now."
3,1,6,Summer,"Dad, I'm not giving you my phone."
3,1,7,Jerry,"Put it in the stocking, Summer, or I'm joining Facebook."
3,1,8,Jerry,More like whoa whoa whoa. What is this? My parents are coming!
3,1,9,Rick,"Calm down Jerry, this is Ruben, an old friend."
3,1,10,Ruben,Pearl Harbor.
3,1,11,Beth,"Aw, Dad... That is so sweet."
3,1,12,Ruben,Korea.
3,1,13,Leonard,"Merry Christmas, son."
3,1,14,Jerry,"Oh, hi. Can I help you?"
3,1,15,"Beth, Summer, and Morty",No.
3,1,16,Jacob,You must be Jerry! That's a fine lookin’ apron. William Sonoma?
3,1,17,Jerry,Wow!
3,1,18,Joyce,"After your father's brush with cancer and losing your uncle, we looked at life and wondered how have we spent it? And how do we spend the rest of it? What are we going to be when we die? A list of fears and questions, or a collection of real experiences?"
3,1,19,Beth,"Holy crap, Joyce. That's amazing."
3,1,20,Leonard,Then Jacob came into our lives. We’re learning to live again.
3,1,21,Jacob,All three of us.
3,1,22,Jerry,...Cool... Eggnog?
3,1,23,Jacob,"Now we are talkin’! This man's got the apron and the eggnog, huh?"
3,1,24,Jacob,"Merry Christmas, man."
3,1,25,Rick,Morty! A moment of your time?
3,1,26,Rick,"He's in bad shape, Morty."
3,1,27,Morty,"Aw geez, Rick! What did you do?"
3,1,28,Rick,"Gee, thanks Morty. What kind of monster do you think I am? I-I'm sittin’ here trying to save the guy's life!  I want you to find Dr. Xenon Bloom. He'll know what's goin’ on."
3,1,29,Morty,Ruben... Minnesota?
3,1,30,Morty,W-What proc—
3,1,31,Beth,"Hey Dad, where's Morty?"
3,1,32,Rick,He's busy.
3,1,33,Rick ,"Morty, can you hear me? Head North!"
3,1,34,Morty,Rick... Where am I?
3,1,35,Morty ,The entrance to what?
3,1,36,Rick,"Welcome, Morty.  Welcome...  ...to Anatomy Park!"
3,1,37,Rick,"It's a little business venture I’ve been cookin’ up on the side with Dr. Bloom.  An amusement park inside a human body. Science isn't cheap, Morty. This should really help put a dent in the overhead."
3,1,38,Morty,Oh my God! This is insane! Spleen Mountain? Bladder Falls? Pirates of the Pancreas?
3,1,39,Rick,"You got a problem with that last one, Morty?"
3,1,40,Morty,"Huh? No, no, I'm just reading them out loud in the order I'm seeing them."
3,1,41,Rick,"Okay, alright, if I sounded a little defensive, it's because Pirates of the Pancreas was my baby."
3,1,42,Rick,"I-I got a lot of push-back when I pitched it, Morty. I guess I'm still a little defensive. Let's just find Dr. Bloom, alright? I-I'm picking up a distress signal in the liver, Morty."
3,1,43,Rick,Proceed to the liver.
3,1,44,Automated voice,Arriving at ‘Liver’.
3,1,45,Automated voice,Mind the gap.
3,1,46,Morty,"It's really scary in here, Rick."
3,1,47,Rick,"Liver's under maintenance. Ruben's seen some rough years, Morty. Don't judge. You don't agree to have a theme park built inside you if your life's going great."
3,1,48,Morty,"OOOOHHH! Rick, it's a monster!"
3,1,49,Poncho,Who are you? Answer me! Where did you come from?
3,1,50,Morty,Mmm! M-M-My-my-my Grandpa Rick sent me!
3,1,51,Dr. Bloom,Poncho! That's quite enough.
3,1,52,Dr. Bloom,"Morty, that's Poncho.  This is Roger and Annie."
3,1,53,Dr. Bloom,And I am Dr. Xenon Bloom.
3,1,54,Rick,"Hey Bloom, it's Rick. What the hell's goin’ on here?"
3,1,55,Dr. Bloom,"I don't know why, but the entire security system has shut down. And I'm afraid the exhibits are unlocked."
3,1,56,Morty,Exhibits?
3,1,57,Dr. Bloom,"Anatomy Park's greatest attraction, young man, isn't the music or the food or the Pirates of the Pancreas."
3,1,58,Rick,Watch it.
3,1,59,Dr. Bloom,It is first and foremost a living museum of humanity's most noble and ferocious diseases.
3,1,60,Morty,Diseases?!
3,1,61,Poncho,"Hey Doc, I have news for ya.  Your living museum is officially a wild safari!"
3,1,62,Roger,Hepatitis A! Run!
3,1,63,Jerry,"Aha... I'm sorry Jacob, I guess I'm still confused about the precise nature and origin of your relationship with my parents. Are you like a—Are you like their caretaker? Is that what it is?"
3,1,64,Joyce,"We can go into detail later, son."
3,1,65,Leonard,"Now wait, there, there's no point to secrecy. Let's all live and die honestly. Your mother and I have shared forty years of each other, mind, body, and soul.  And when minds and souls are joined for eternity, and when eternity is at the door, it's an invitation to let go of the body, and an opportunity to share and experiment."
3,1,66,Jerry,"Dad, please, what are you saying?"
3,1,67,Jerry,"Speak for yourself! Because it, heheh, it sounds like you're about to say Jacob is your lover."
3,1,68,Leonard,"No no no no.  Jacob is your mother's lover.  I watch them. Sometimes from a chair, sometimes from a closet. Almost always dressed as Superman."
3,1,69,Jacob,"Jerry, this ham's got to be all you, right? It's in-cred-i-ble."
3,1,70,Poncho,AHHHHHH!
3,1,71,Dr. Bloom,Hepatitis won't follow us into the respiratory system!
3,1,72,Dr. Bloom,So the brain isn't getting enough oxygen. That's why security is offline.
3,1,73,Morty,"W-Well, I guess we better check it out."
3,1,74,Roger,"If we got up to the bronchial catwalk, we could look for blockage."
3,1,75,Poncho,"Don't be a hero, kid."
3,1,76,Dr. Bloom,"Whatever you do, don't fire that thing in here! We must save Ruben. This is my life's work."
3,1,77,Annie,Ah!
3,1,78,Morty,Oh! What are those things?!
3,1,79,Dr. Bloom,"Tuberculosis, coming in fast!"
3,1,80,Dr. Bloom,Get to the digestive tract! He's coughing!
3,1,81,Alexander,Waaaah! Don't let me die!
3,1,82,Rick,"Just take a deep breath, Ruben."
3,1,83,Morty,You're not gonna die! What's your name?
3,1,84,Morty,Rick! Ruben's got tuberculosis!
3,1,85,Rick,"Okay. Well I can't cure death. This is bad, Morty. You're trapped in a dead man. Listen, if the situation keeps darkening, do yourself a favor—"
3,1,86,Rick,"—and hop by Pirates of the Pancreas. Obviously I'm biased, but, I think it's great, Morty."
3,1,87,Rick,"—please, you gotta treat yourself."
3,1,88,Morty,"Geez, what's that horrible smell?"
3,1,89,Morty,"Forget about the park, Doctor! How do we get out?!"
3,1,90,Dr. Bloom,The digestive tract is the evacuation route. Get it? There's an emergency station in the colon with a ray that can enlarge us all.
3,1,91,Morty,Everybody! Get to the colon!
3,1,92,Poncho,Now I'm takin’ orders from a twelve-year-old boy?!
3,1,93,Dr. Bloom,Morty. The scar sacs containing the tuberculosis were sabotaged. This disaster was an inside job. Keep your eyes on Annie. She was written up several times by her manager at the churro stand.
3,1,94,Roger,Intestines are ahead to the left. Then the right. Then left. Et cetera.
3,1,95,Morty,"Hey, just so you know, I-I'm actually fourteen. So, you know..."
3,1,96,Annie,What?
3,1,97,Morty,Not twelve.
3,1,98,Annie,Okay.
3,1,99,Morty,Because he just said I was twelve.
3,1,100,Annie,Oh. Good for you.
3,1,101,Rick ,"Oh. Oh, Morty. Strike one."
3,1,102,Roger,It goes on like this for miles...
3,1,103,Dr. Bloom,Wait! I was wrong! I was thinking of a T-rex.
3,1,104,Annie,We’re sitting ducks!
3,1,105,Morty,Doc! Didn't you say the body was filling up with gas?
3,1,106,Dr. Bloom,Yes. Why?
3,1,107,Dr. Bloom,Are you mad?!
3,1,108,Poncho,Hey Gonorrhea! How's this for a burning sensation?
3,1,109,Leonard,"Oh, Summer. Sing it! Haha."
3,1,110,Summer,Christmas drums being played by a boy!
3,1,111,Beth,"Jerry, come on. This is what you wanted."
3,1,112,Jerry,"I get it, Beth. Be careful what you wish for. I'm being punished for taking your iPad."
3,1,113,Beth,"What? Jerry, let that stuff go, okay? I'm sorry I was a bitch earlier. Let's just be here."
3,1,114,Ethan,Ugh... Summer!
3,1,115,Ethan,I’ve been texting you for hours. What the hell?!
3,1,116,Summer,I don't have my phone! I'm doing a human holiday!
3,1,117,Ethan,Did you even consider how that might make me feel?
3,1,118,Summer,How you feel? Why is everything always happening to you?!
3,1,119,Ethan,"Yeah, do you, Summer?"
3,1,120,Summer,"I don't know Ethan, do I?"
3,1,121,Roger,"I should be able to access the backup generator to get the growth ray back online. If it works, we'll be regular-sized in a few minutes. I just hope Ruben's not in a room with white carpets or upholstery."
3,1,122,Poncho,What the hell is that?
3,1,123,Dr. Bloom,"The sphincter dam. We built it when Ruben became incontinent, but it was not designed to hold a corpse-load."
3,1,124,Roger,"Almost got it. Everybody, move inside the circle!"
3,1,125,Morty,Poncho? What is this in your backpack?
3,1,126,Dr. Bloom,"That's bubonic plague! What are you doing with that, Poncho?"
3,1,127,Poncho,Everybody get back!
3,1,128,Dr. Bloom,"Poncho, you son of a bitch! You released the tuberculosis so you could steal from me?"
3,1,129,Morty,AHHHHH!!!
3,1,130,Annie,You guys!
3,1,131,Annie,No!
3,1,132,Roger,"This is okay! It's okay, just go! Tell my family I love them! They may be hard to find because my wife kept her last name and she made the kids take it too, so, I dunno, you could goo—"
3,1,133,Annie,No!
3,1,134,Jacob,"Let me ask you something Ethan. Where's the anger coming from, man?"
3,1,135,Ethan,From Summer being a total bitch!
3,1,136,Jacob,Where's the anger coming from?
3,1,137,Ethan,Come here right now!
3,1,138,Ethan,I love you so much.
3,1,139,Jerry,Um...
3,1,140,Joyce,"You did it again, cubby. Come here."
3,1,141,Jerry,No! Stop! I hate this!
3,1,142,Joyce,"Well, Christmas doesn't revolve around what you hate, son."
3,1,143,Jerry,"Well then, I hate Christmas! Enjoy being human! You guys are gross and lame."
3,1,144,Animatronic Ruben,"My name's Ruben Ridley. You're inside me right now, but by the end of this journey, I'll be inside all of you."
3,1,145,Animatronic Ruben,My story begins in the dot com crash in the early ‘90s.
3,1,146,Rick ,"Morty, you wanna put it on mute or something?"
3,1,147,Rick,I’m trying to concentrate.
3,1,148,Jerry,"Ah, Rick?"
3,1,149,Morty,"Are you kidding? I’m hoping I can get to both of them, Rick."
3,1,150,Rick ,"Morty, I’m talkin’ about Ruben's left nipple!"
3,1,151,Morty,We need to get to the left nipple!
3,1,152,Annie,If it'll get us out of here.
3,1,153,Dr. Bloom,"How about you, Morty? Would you like to ride the Bone Train?"
3,1,154,Morty,Why are you doing this bit? We’re gonna die. Let's go.
3,1,155,Jerry,"Well, I can see that you're busy... Merry Christmas, Rick."
3,1,156,Dr. Bloom,There's no autopilot. One of us will have to stay here and operate it manually.
3,1,157,Morty,"...Uh, well..."
3,1,158,Dr. Bloom,"No, you're right. It was a dick move for me to even pause like that. This is all my fault. You go on."
3,1,159,Dr. Bloom,E. coli outbreak. Hurry!
3,1,160,Dr. Bloom,"Oh wait, there is an autopilot.  WAAAIT! ...OKAY, NEVER MIND, I WANTED TO SACRIFICE MYSELF ANYWAAAAAYYYY!"
3,1,161,Annie,They're chewing through the doors!
3,1,162,Rick,"I'm almost there, Morty!"
3,1,163,Reporter,Reports are coming in from across the country about what appears to be a giant naked man over the continental United States. We now go to Tom Randolph in New York. Tom?
3,1,164,Tom,"Well, his eyes aren't twinkling, and his dimples aren't merry, but I'm standing under a nose like a seventy-mile cherry!"
3,1,165,Reporter,"Thank you, Tom. Let's go now to Eric McMan in Los Angeles."
3,1,166,Eric,"We’ve got feet here on the West Coast, Bill! Giant feet, even relative to the giant man's size! And you know what they say about that!"
3,1,167,Reporter,"Well, if the old adage is true, one can only wonder what is going down in the Rocky Mountains."
3,1,168,Morty,"Oh my god, the track!"
3,1,169,Annie,It's Hepatitis A!
3,1,170,Annie,The nipple hole...
3,1,171,Morty,It's beautiful...
3,1,172,Annie,Aw no!
3,1,173,Annie,Whoa! It's Hepatitis C!
3,1,174,Morty,Um... We... Did we have some sort of relationship with him?
3,1,175,Annie,I... think they're just like that? I think they're just good guys.
3,1,176,Morty,Oh. Huh.
3,1,177,Rick,Where's Dr. Bloom?
3,1,178,Morty,Sorry Rick... He's dead...
3,1,179,Rick,"Goddamn it, Morty, I ask you to do one thing!"
3,1,180,Beth,Jerry doesn't know what he's missing.
3,1,181,Jacob,"He'll come around, Beth. Christmas is a special time. It has funny ways of bringing families together."
3,1,182,Beth,"I dunno, Jacob. Jerry got an invitation to be alive today, and he rejected it. I don't know if our marriage will—"
3,1,183,Summer,It's raining blood!
3,1,184,Jacob,"Oh, shit. find Jerry!"
3,1,185,Beth,Oh god.
3,1,186,Beth,Jerry!
3,1,187,Reporter ,The giant naked sky Santa has exploded. Blood and chunks of viscera are raining down on the country. Everything should be fine.
3,1,188,Summer,"Dad, can I have my phone back?"
3,1,189,Jacob,This is nice.
3,1,190,Summer,"No we didn't, Dad. No we didn't."
3,1,191,Annie,"Actually, I studied Dr. Bloom's work. I believe I have the knowledge necessary to create a new, much safer park!"
3,1,192,Rick,What about Pirates of the Pancreas...?
3,1,193,Annie,I think it was one of the most underrated attractions.
3,1,194,Rick,Booyah! Hold your breath!
3,1,195,Morty,"Hey, wh-wh- What the hell, Rick? What the hell, man? I liked her! I really had somethin’ going there, Rick!"
3,1,196,Morty,W-What's wrong with that? That doesn't sound like a problem to me! I dunno!
3,1,197,Rick,"C’mon. Let's get some stuffing, I'm starving."
3,1,198,Rick,"Oh, unbelievable. We got a bunch of robot computer people sittin’ around with their faces stuffed in computer screens.  Do you realize Christ was born today? Jesus Christ our Savior was born today! A-A-A-Are you people even human? What kind of Christmas is this?"
3,1,199,Annie ,"Hey Rick! Rick, can you hear me?"
3,1,200,Rick,"Loud and clear, Annie."
3,1,201,Annie,"Great! We’re also on with Alejandro, our Chief Imaginarian—"
3,1,202,Alejandro,Hey Rick.
3,1,203,Annie,"Natalie Jacobs and Chris Desiter from Microscopic Marketing, Zach from Organ Concepts and Jamie from New Media."
3,1,204,Rick,Hey everybody.
3,1,205,All,"Hey, hi Rick, how's it goin’."
3,1,206,Annie,So. Pirates of the Pancreas.
3,1,207,Rick,"Yeah, talk to me."
3,1,208,Alejandro,"Hey Rick, it's Alejandro speaking. Um, so we asked ourselves internally, we asked ourselves over here, “Okay, what does a pancreas do?”  And the answer was, does it make pirates? No. It makes insulin, you know? So we’re starting with a new—"
3,1,209,Ethan,"So those guys are inside me, huh? Like, building a park?"
3,1,210,Rick,"Those guys are inside you building a piece of shit, Ethan! They're inside you building a monument to compromise! Fuck 'em. Fuck those people. Fuck this whole thing, Ethan."
3,1,211,Ethan,... Cool. And who pays me?
4,1,1,Rick,T-t-t-this is just sloppy craftsmanship.
4,1,2,Morty,"Hey, Rick. Boy, sure is really especially beautiful out there today, huh?"
4,1,3,Rick,"Oh, yes, Morty. It's almost unbelievable, isn't it?"
4,1,4,Morty,"Yeah, you know? There's something about the air. And just the way the sunshine is."
4,1,5,Rick,"Oh, sure, buddy. Yeah. Sure. B-brilliant. Very convincing."
4,1,6,Morty,Wh… convincing?
4,1,7,Rick,"Oh! Responsive, too! In real time! I love it!"
4,1,8,Morty,Uhhokay.
4,1,9,Morty,What's with Mom?
4,1,10,Morty,"Okay, you know what, Rick? You're acting weird, too."
4,1,11,Rick,"Whatever, quote-unquote “Morty.”"
4,1,12,Morty,"Alright, well I'll see you after school.  Ow! Oof! Ugh! Damn it! I'm all right. I'm okay."
4,1,13,Mr. Goldenfold,"Alright, who can tell me what 5 x 9 is?  Morty?"
4,1,14,Morty,"Uh, me?"
4,1,15,Mr. Goldenfold,What is 5 x 9?
4,1,16,Morty,"Um, you know, it's, uh, at least 40."
4,1,17,Mr. Goldenfold,"Morty, that's exactly correct! 5 x 9 is at least 40! Come up here."
4,1,18,Jessica,"Whoo! Way to go, Morty!"
4,1,19,Morty,W-w-w-what do you want me to teach you?
4,1,20,Student,"Ooh, ooh! How do you make concentrated dark matter?"
4,1,21,Mr. Goldenfold,"Oh, that's a good question."
4,1,22,Morty,Concentrated huh?
4,1,23,Mr. Goldenfold,"Concentrated dark matter. The fuel for accelerated space travel. Now, do you know how to make it?"
4,1,24,Morty,Uhhh…
4,1,25,Jessica,"Come on, Morty. Isn't your grandpa, like, a scientist?"
4,1,26,Morty,"Oh, yeah, but, you know, he told me that I shouldn't go around spouting off about, you know, his science and stuff."
4,1,27,Jessica,"I bet you've seen him make concentrated dark matter a lot. You know, if you tell us, I’ll be your girlfriend."
4,1,28,Morty,"Uh, y-you will?"
4,1,29,Mr. Goldenfold,"Seems like a rare opportunity, Morty."
4,1,30,Mr. Goldenfold,"Stop right there! If he leaves, I'm giving him an F!"
4,1,31,Rick,He doesn't care.
4,1,32,Rick,"Take a shower with me, Morty."
4,1,33,Morty,What?!
4,1,34,Rick,"Morty, that's not class. T-t-t-that wasn't your teacher. This isn't your school. This entire world is not the world. We're inside a huge simulation chamber on an alien spaceship."
4,1,35,Morty,Wait a minute. W-what are you talking about?
4,1,36,Rick,"Zigerion scammers, Morty. The galaxy's most ambitious, least successful con artists. You know, it's lucky for us they're also really uncomfortable with nudity."
4,1,37,Morty,"Aw, come on, Rick. If everyone’s just gonna be insane today, at least let me be insane with Jessica."
4,1,38,Rick,"I can’t let you do that, Morty."
4,1,39,Morty,Give it to me!
4,1,40,Rick,No! You give it to me!
4,1,41,Morty,G-g-give it!
4,1,42,Rick,"Morty, come on! Morty!"
4,1,43,Morty,"No, Rick!"
4,1,44,Zigerion 1,"Oh, god, sir! They're still naked! Ugh."
4,1,45,Prince Nebulon,"Well, check every five quintons and tell me when they're not!"
4,1,46,Zigerion 1,"I think we should make Kevin look, sir."
4,1,47,Kevin,What?! No! W-w-why would you even say that?
4,1,48,Stu,"Uh, sir, we have a situation over here."
4,1,49,Prince Nebulon,"If there's a wiener on that monitor, I swear to god, Stu."
4,1,50,Stu,"Something is drawing a lot of processing power. Oh, wait. No wonder.  There's another real human in the simulator."
4,1,51,Prince Nebulon,How did this happen?! Where's the Abductions Department?
4,1,52,Zigerion 2,"Hey, man, Abductions just follows the acquisition order."
4,1,53,Zigerion 3,Don't put this on Acquisitions! We only acquire humans that haven't been simulated!
4,1,54,Kevin,"Well, Simulations doesn't simulate anybody that's been abducted, so—"
4,1,55,Stu,"Rick's son-in-law, Jerry Smith. So far, he hasn't noticed he's in a simulation."
4,1,56,Radio,"This is earth radio. And now, here's…human music."
4,1,57,Morty,Rick!
4,1,58,Rick,"Uhp, uhp, uhp! Morty, keep your hands off your ding-dong! It's the only way we can speak freely. Look around you, Morty. Do you really think this world is real? You'd have to be an idiot not to notice all the sloppy details. Look, that guy's putting a bun between two hot dogs."
4,1,59,Morty,"I don't know, Rick. I mean, I’ve seen people do that before."
4,1,60,Rick,"Well, look at that old lady. She's, she's walking a cat on a leash."
4,1,61,Morty,"Uh, Mrs. Spencer does that all the time, Rick."
4,1,62,Rick,"Look, I-I-I don't wanna hear about Mrs. Spencer, Morty! She's an idiot! Alright, alright, there. W-what about that, Morty?"
4,1,63,Morty,"Okay, okay, you got me on that one."
4,1,64,Rick,"Oh, really, Morty? Are you sure you haven't seen that somewhere in real life before?"
4,1,65,Morty,"No, no. I haven't seen that. I mean, why would a Poptart wanna live inside a toaster, Rick? I mean, that would be, like, the scariest place for them to live. You know what I mean?"
4,1,66,Rick,"You're missing the point, Morty. Why would he drive a smaller toaster with wheels? I mean, does your car look like a smaller version of your house? No."
4,1,67,Morty,"So, why are they doing this? W-what do they want?"
4,1,68,Rick,"Well, that would be obvious to you, Morty, if you'd been paying attention."
4,1,69,Paramedic,"We got the president of the United States in here! We need 10cc of concentrated dark matter, stat, or he'll die!"
4,1,70,Morty,Concentrated dark matter! They were asking about that in class.
4,1,71,Rick,"Yeah, it's a special fuel I invented to travel through space faster than anybody else. These Zigerions are always trying to scam me out of my secrets, but they made a big mistake this time, Morty. They dragged you into this. Now they're gonna pay!"
4,1,72,Morty,"Wait, wha, w-w-what are we gonna do?"
4,1,73,Rick,"We'll scam the scammers, Morty. And we're gonna take them for everything they've got."
4,1,74,Jerry,National Apple Farmers of America…
4,1,75,Mr. Marklevitz,Yes.
4,1,76,Jerry,You do?
4,1,77,All,Yes.
4,1,78,Jerry,So I sold it? I sold the idea?
4,1,79,All,Yes.
4,1,80,Jerry,Oh my god! Thank you!
4,1,81,Jerry,Hey! I just sold my first pitch!
4,1,82,Old man,Slow down!
4,1,83,Woman,Lookin' good.
4,1,84,Mailman,My man!
4,1,85,Jerry,Guess who just sold the apples campaign.
4,1,86,Simulation Beth,Who just sold the apples campaign?
4,1,87,Jerry,"Me! I guess it wasn't a rip-off of ""got milk?"" after all. Guess someone was wrong."
4,1,88,Simulation Beth,Yes.
4,1,89,Jerry,"Well, all is forgiven, because right now, I’ve got an erection the size of an East Coast lighthouse, and I’m coming home to share it with my beautiful wife."
4,1,90,Simulation Beth,Okay.
4,1,91,Jerry,"Wait, really?"
4,1,92,Simulation Beth,Yes.
4,1,93,Woman,Lookin' good.
4,1,94,Old man,Slow down!
4,1,95,Morty,"Aw, geez, Rick. I-I don't know if I like this plan,you know? I mean, crowds, t-t-t-they have a tendency to make me really nervous."
4,1,96,Rick,"Morty, relax. It's just a bunch of 1s and 0s out there. You're gonna be fine.  Just follow my lead.  Yo, deejay, drop that beat."
4,1,97,Rick,"Uh-oh, Morty. This crowd looks too small for one of our famous rap concerts. I don't think we can perform our new song, ""The Recipe for Concentrated Dark Matter,"" for a crowd this tiny."
4,1,98,Morty,"You got that right, Rick."
4,1,99,Rick,"Now that’s more like it! Morty, here we go. Let me hear everybody say ""hey-oh!"" yeah!  All the ladies say, ""yeah!""  Everybody over thirty, do this with your hands! Everybody with a red shirt, jump up and down!"
4,1,100,Rick,"Yo, everyone whose first name begins with an ""L"" who isn't Hispanic, walk in a circle the same number of times as the square root of your age times ten!  Run, Morty! Before the system reboots!"
4,1,101,Jerry,Yeah! You like that? Now who's unremarkable? You hungry for apples? Are you hungry for apples?!
4,1,102,Jerry,"Oh, my god. That's the best sex I've ever had in my life. It's… it's too good. I don't deserve this, Beth. I'm a fraud."
4,1,103,Morty,"Oh, man, Rick! W-w-w-where we running to?"
4,1,104,Morty,Holy crap!
4,1,105,Rick,"Come on, Morty."
4,1,106,Zigerion,"Sir, they're over the edge."
4,1,107,Rick,"Keep your eyes peeled for the central processing room, Morty. That's how we're gonna scam these idiots."
4,1,108,Morty,"So, hey, why do these aliens keep coming after you, Rick, if you're so much smarter than them?"
4,1,109,Rick,"Don't worry about it, Morty. There's plenty of them, you little goofball.  Come here, Morty! Oh, I gotcha!"
4,1,110,Morty,"Come on, quit it, Rick! Quit it!"
4,1,111,Rick,"Nothing wrong with just a little bit of horseplay every now and then, little fella."
4,1,112,Morty,Wow. What do you know? Huh. That was easy.
4,1,113,Rick,"Totes malotes, dawg."
4,1,114,Morty,"Just kind of hard to believe, you know?"
4,1,115,Rick,"Believe it, Morty. And once again, I'm flying away with everything I can carry, and the Zigerions got nothing of mine."
4,1,116,Jerry,"Mr. Marklevitz, do you have a minute to talk?"
4,1,117,Jerry,"Look, I’m a fraud. I mean, let's face it. ""Hungry for apples"" is just a rip-off of ""Got milk?"" It's almost identical."
4,1,118,Jerry,"Okay. I deserve that. Um, I guess I'll just pack up my desk."
4,1,119,Jerry,Yeah! Wait. Really?
4,1,120,Jerry,"Yes! I mean, it may be derivative, but it's the most successful campaign to come out of this agency in a long time."
4,1,121,Jerry,"I-I’m not saying it should win an award for commercials, but it could certainly be nominated for an award for commercials specifically about apples, like an Appley or something."
4,1,122,Jerry,Is there really an award called the Appley for apple-related ad campaigns?
4,1,123,Jerry,Could we nominate me?
4,1,124,Jerry,Holy crap!
4,1,125,Rick,"Get in, Morty. I'm gonna be able to use these processors to make some real important science stuff.  Huh. I thought I entered the code right."
4,1,126,Prince Nebulon,"Well, what's this? W-what could this possibly be? Because it looks like you're inside a simulation…inside a simulation. You're still on the ship. Game-day bucket go boom!"
4,1,127,Cynthia,"Sir, the, uh, doctor's appointment to examine the discoloration on your butthole flaps was—"
4,1,128,Prince Nebulon,"Too loud, Cynthia. Too loud and too specific."
4,1,129,Rick,Uhh…
4,1,130,Prince Nebulon,"We've known how to make concentrated dark matter for a long time. But now we also know the code to your fabled safe, Rick Sanchez! All your most valuable secrets will now be ours!"
4,1,131,Rick,"Uh, yeah, until I get home before you and change the combination, you bunch of idiots!"
4,1,132,Prince Nebulon,That is why you're never getting home. Get them!
4,1,133,Rick,RUN MORTY!
4,1,134,Morty,Oh my god!
4,1,135,Jerry,"I got to tell you, this morning, I didn't even know this award existed. Now I'm holding one. And, um… Look, I want to say that today was the best day of my life But the truth is, it's, it's more meaningful than that."
4,1,136,Mailman,My man!
4,1,137,Jerry,"Yes. Thank you, sir. I am finally complete!"
4,1,138,Mailmen,My my my my man!
4,1,139,Jerry,Aah! What the hell?!  No.
4,1,140,Rick,Jerry?!
4,1,141,Morty,Dad!
4,1,142,Rick,"Man up, Jerry! I may need you to work the lasers."
4,1,143,Morty,"Oh, man! They're hot on our tail, Rick!"
4,1,144,Rick,I guess they really do have concentrated dark matter.
4,1,145,Morty,"Well, you know how to make it, too, right, Rick?"
4,1,146,Rick,"Yeah. Yeah, yeah, yeah. Uh, check the engine room. We just need cesium, Plutonic quarks, and bottled water."
4,1,147,Morty,"Whoa! It's all here, Rick!"
4,1,148,Rick,"Wow, Morty. Lucky break. Grab that bucket. Okay, two parts Plutonic quarks, one part cesium."
4,1,149,Morty,Okay. Uh-huh. Alright.
4,1,150,Rick,"Now empty the water bottle into the bucket and pour it all into the fuel tank so we can get the hell out of here! What are you doing, Morty?! There's no time!"
4,1,151,Rick,"Oh, no."
4,1,152,Jerry,What the…?
4,1,153,Rick,No!
4,1,154,Rick,You simulated my grandson's genitalia?! Y-y-you bunch of diabolical sons of bitches!
4,1,155,Zigerion 1,Kevin fought real hard to supervise that project.
4,1,156,Kevin,"You said you weren't gonna tell anyone! I'm never gonna live this down, am I?"
4,1,157,Rick,"All right. Okay. All right, great. Wonderful. You win. Can we go home now?"
4,1,158,Zigerion 1,I don't know. Can you?
4,1,159,Cynthia,"Oh. Uh, sir, should I cancel that appointment, then?"
4,1,160,Rick,"Hey, Jerry, don't worry about it. So what if the most meaningful day of your life was a simulation operating at minimum capacity?"
4,1,161,Jerry,"You know what, Rick? Those guys took you for a ride, too. You should try having a little respect for the dummies of the universe, now that you're one of us."
4,1,162,Rick,"Maybe you're right, Jerry. Maybe you're right."
4,1,163,Jerry,Whoa! What the hell?! W-what happened back there?
4,1,164,Rick,"Why don't you ask the smartest people in the universe, Jerry? Oh, yeah. You can't. They blew up."
4,1,165,Jerry,So… What do you think?
4,1,166,Mr. Marklevitz,You're fired.
4,1,167,Jerry,Wha--? But t-this idea was tested in a state-of-the-art simulation.
4,1,168,Mr. Marklevitz,"Well, then, it was a terrible simulation. Get out."
4,1,169,Mr. Marklevitz,"Man, how does a guy like that go home and have sex with his wife?"
4,1,170,Rick,"Hey, Morty."
4,1,171,Morty,What?
4,1,172,Rick,"Hey, little buddy. H-h-how you doing in here right now?"
